117 	30/05/1998 	20 	25 	27 	33 	42 	53 	0,00 	0 	0,00 	36 	22.046,87 	3822 	207,26 	SIM 	4.210.398,41 	0,00 	0,00
118 	06/06/1998 	09 	22 	25 	37 	56 	57 	0,00 	0 	0,00 	53 	16.052,88 	4342 	195,56 	SIM 	5.231.361,36 	0,00 	0,00
119 	13/06/1998 	01 	21 	36 	38 	47 	50 	0,00 	0 	0,00 	21 	38.921,16 	2691 	303,13 	SIM 	13.206.225,91 	0,00 	0,00
120 	20/06/1998 	03 	16 	27 	40 	45 	46 	0,00 	0 	0,00 	92 	13.020,97 	7073 	169,04 	SIM 	14.643.740,70 	0,00 	0,00
121 	27/06/1998 	02 	29 	41 	44 	53 	55 	0,00 	0 	0,00 	45 	28.917,00 	4554 	285,17 	SIM 	16.205.258,33 	0,00 	0,00
122 	04/07/1998 	11 	17 	20 	39 	43 	53 	0,00 	0 	0,00 	83 	18.210,45 	7203 	209,43 	SIM 	18.019.018,95 	0,00 	0,00
123 	11/07/1998 	13 	14 	16 	26 	32 	42 	0,00 	0 	0,00 	176 	12.440,56 	13159 	166,06 	SIM 	20.646.465,28 	0,00 	0,00
124 	18/07/1998 	05 	15 	34 	41 	52 	57 	0,00 	1 	24.536.288,72 	188 	17.242,12 	14019 	230,76 	NÃO 	0,00 	0,00 	0,00
125 	25/07/1998 	25 	41 	47 	53 	56 	59 	0,00 	0 	0,00 	46 	15.425,68 	2784 	254,38 	SIM 	851.497,47 	0,00 	0,00
126 	01/08/1998 	06 	10 	11 	28 	32 	40 	0,00 	0 	0,00 	83 	10.052,56 	5510 	151,13 	SIM 	1.852.731,83 	0,00 	0,00
127 	08/08/1998 	21 	29 	50 	51 	54 	59 	0,00 	0 	0,00 	40 	23.638,47 	2613 	361,14 	SIM 	2.987.378,17 	0,00 	0,00
128 	15/08/1998 	03 	09 	18 	21 	23 	43 	0,00 	0 	0,00 	973 	1.024,41 	11715 	84,91 	SIM 	4.183.483,50 	0,00 	0,00
129 	22/08/1998 	01 	09 	10 	32 	46 	54 	0,00 	0 	0,00 	67 	15.634,41 	5320 	196,51 	SIM 	5.440.490,00 	0,00 	0,00
130 	29/08/1998 	13 	29 	38 	42 	49 	53 	0,00 	0 	0,00 	155 	11.796,24 	11403 	160,03 	SIM 	18.814.958,31 	0,00 	0,00
131 	05/09/1998 	04 	09 	17 	27 	30 	44 	0,00 	0 	0,00 	361 	6.811,67 	21683 	113,19 	SIM 	21.765.774,49 	0,00 	0,00
132 	12/09/1998 	07 	09 	35 	41 	44 	50 	0,00 	0 	0,00 	143 	20.846,64 	12179 	244,29 	SIM 	25.343.057,89 	0,00 	0,00
133 	19/09/1998 	05 	06 	19 	34 	39 	57 	0,00 	1 	30.533.241,12 	431 	10.035,16 	29264 	147,51 	NÃO 	0,00 	0,00 	0,00
134 	26/09/1998 	04 	25 	32 	36 	52 	60 	0,00 	0 	0,00 	82 	10.253,38 	4575 	183,42 	SIM 	1.008.932,39 	0,00 	0,00
135 	03/10/1998 	21 	22 	35 	40 	53 	59 	0,00 	0 	0,00 	40 	24.573,18 	3604 	272,19 	SIM 	2.188.444,72 	0,00 	0,00
136 	10/10/1998 	01 	17 	25 	38 	45 	59 	0,00 	0 	0,00 	126 	8.435,36 	7403 	143,29 	SIM 	3.463.871,17 	0,00 	0,00
137 	17/10/1998 	15 	16 	19 	22 	26 	49 	0,00 	0 	0,00 	88 	12.675,49 	6701 	166,13 	SIM 	4.802.402,93 	0,00 	0,00
138 	24/10/1998 	05 	14 	27 	37 	40 	41 	0,00 	0 	0,00 	86 	14.074,36 	6953 	173,74 	SIM 	6.254.876,80 	0,00 	0,00
139 	31/10/1998 	03 	13 	26 	27 	41 	42 	0,00 	2 	3.902.486,14 	179 	7.216,46 	9401 	137,14 	NÃO 	0,00 	0,00 	0,00
140 	07/11/1998 	07 	31 	41 	44 	46 	55 	0,00 	0 	0,00 	45 	36.581,33 	4945 	332,24 	SIM 	16.453.628,31 	0,00 	0,00
141 	14/11/1998 	10 	13 	22 	41 	42 	58 	0,00 	0 	0,00 	119 	20.106,10 	10533 	226,70 	SIM 	19.324.778,90 	0,00 	0,00
142 	21/11/1998 	08 	15 	19 	20 	54 	59 	0,00 	0 	0,00 	162 	18.143,56 	13991 	209,66 	SIM 	22.851.887,24 	0,00 	0,00
143 	28/11/1998 	06 	18 	20 	40 	50 	53 	0,00 	0 	0,00 	144 	24.792,99 	10994 	324,10 	SIM 	27.136.115,88 	0,00 	0,00
144 	05/12/1998 	08 	32 	36 	44 	45 	55 	0,00 	1 	33.597.755,21 	257 	20.952,14 	23952 	224,38 	NÃO 	0,00 	0,00 	0,00
145 	12/12/1998 	15 	16 	31 	41 	43 	51 	0,00 	0 	0,00 	71 	15.061,27 	3389 	314,91 	SIM 	1.283.220,59 	0,00 	0,00
146 	19/12/1998 	25 	32 	34 	42 	51 	60 	0,00 	0 	0,00 	51 	23.923,45 	4079 	298,52 	SIM 	2.747.335,81 	0,00 	0,00
147 	24/12/1998 	06 	16 	23 	24 	28 	38 	0,00 	1 	3.805.750,38 	75 	11.760,17 	5418 	162,48 	NÃO 	0,00 	0,00 	0,00
148 	31/12/1998 	32 	35 	41 	55 	58 	59 	0,00 	0 	0,00 	15 	53.660,04 	2322 	345,95 	SIM 	965.880,61 	0,00 	0,00
149 	09/01/1999 	07 	11 	20 	28 	45 	48 	0,00 	0 	0,00 	106 	9.795,13 	6290 	164,74 	SIM 	2.211.820,94 	0,00 	0,00
150 	16/01/1999 	12 	44 	50 	52 	54 	55 	0,00 	0 	0,00 	56 	36.378,71 	5540 	367,00 	SIM 	21.414.530,14 	0,00 	0,00
151 	23/01/1999 	03 	16 	20 	43 	52 	56 	0,00 	1 	24.091.811,02 	152 	14.678,07 	9869 	225,62 	NÃO 	0,00 	0,00 	0,00
152 	30/01/1999 	05 	12 	15 	29 	51 	58 	0,00 	0 	0,00 	75 	11.562,39 	5041 	172,03 	SIM 	1.040.614,80 	0,00 	0,00
153 	06/02/1999 	02 	30 	31 	42 	45 	47 	0,00 	0 	0,00 	47 	22.846,45 	4218 	254,57 	SIM 	2.329.154,62 	0,00 	0,00
154 	13/02/1999 	08 	10 	24 	33 	45 	48 	0,00 	0 	0,00 	144 	7.888,29 	9252 	122,78 	SIM 	3.692.251,60 	0,00 	0,00
155 	20/02/1999 	12 	30 	32 	35 	43 	44 	0,00 	1 	4.988.808,21 	67 	16.126,32 	4974 	217,22 	NÃO 	0,00 	0,00 	0,00
156 	27/02/1999 	17 	23 	42 	49 	52 	55 	0,00 	0 	0,00 	74 	11.018,10 	4455 	183,02 	SIM 	978.407,41 	0,00 	0,00
157 	06/03/1999 	04 	13 	17 	21 	41 	44 	0,00 	1 	2.140.030,92 	134 	7.224,03 	8894 	108,84 	NÃO 	0,00 	0,00 	0,00
158 	13/03/1999 	04 	14 	17 	43 	51 	58 	0,00 	0 	0,00 	31 	25.856,53 	3630 	220,81 	SIM 	961.863,12 	0,00 	0,00
159 	20/03/1999 	09 	11 	16 	35 	50 	58 	0,00 	1 	2.038.170,67 	57 	15.735,49 	4124 	217,49 	NÃO 	0,00 	0,00 	0,00
160 	27/03/1999 	02 	13 	42 	52 	54 	58 	0,00 	0 	0,00 	74 	19.431,89 	6132 	234,50 	SIM 	11.251.511,63 	0,00 	0,00
161 	03/04/1999 	06 	25 	30 	37 	39 	41 	0,00 	0 	0,00 	95 	14.430,61 	6865 	199,69 	SIM 	12.896.601,04 	0,00 	0,00
162 	10/04/1999 	21 	23 	33 	38 	48 	51 	0,00 	0 	0,00 	92 	20.941,30 	7244 	265,96 	SIM 	15.208.520,83 	0,00 	0,00
163 	17/04/1999 	08 	27 	36 	41 	53 	56 	0,00 	2 	8.975.833,36 	146 	15.657,23 	10793 	211,80 	NÃO 	0,00 	0,00 	0,00
164 	24/04/1999 	04 	10 	14 	19 	28 	44 	0,00 	0 	0,00 	111 	7.595,63 	8386 	100,54 	SIM 	1.011.737,90 	0,00 	0,00
165 	01/05/1999 	10 	19 	23 	35 	39 	56 	0,00 	2 	1.044.444,54 	75 	11.968,35 	5378 	166,91 	NÃO 	0,00 	0,00 	0,00
166 	08/05/1999 	12 	13 	22 	57 	59 	60 	0,00 	0 	0,00 	47 	17.424,67 	3371 	242,95 	SIM 	982.751,54 	0,00 	0,00
